location,time_5min,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
1,2020-04-06 17:40:00,,,,,,
1,2020-04-06 17:45:00,,,,,,
1,2020-04-06 17:50:00,,,,,,
1,2020-04-06 17:55:00,,,,,,
1,2020-04-06 18:05:00,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0
1,2020-04-06 19:05:00,,,,,,
1,2020-04-06 19:15:00,,,,,,
1,2020-04-06 19:20:00,,,,,,
1,2020-04-06 19:30:00,,,,,,
1,2020-04-06 19:45:00,6.363961030678928,0.0,2.1213203435596424,5.656854249492381,4.242640687119285,
1,2020-04-06 20:35:00,,,,,,
1,2020-04-06 20:45:00,,,,,,
1,2020-04-06 21:35:00,,,,,,
1,2020-04-06 21:45:00,,,,,,
1,2020-04-06 22:00:00,4.949747468305833,2.1213203435596424,3.5355339059327378,0.0,4.242640687119285,
1,2020-04-06 22:15:00,,,,,,
1,2020-04-06 22:20:00,,,,,,
1,2020-04-06 22:25:00,,,,,,
1,2020-04-06 22:45:00,,,,,,
1,2020-04-06 23:35:00,,,,,,
1,2020-04-06 23:40:00,,,,,,
1,2020-04-07 00:00:00,,,,,,
1,2020-04-07 00:55:00,,,,,,
1,2020-04-07 01:05:00,,,,,,
1,2020-04-07 01:10:00,,,,,,
1,2020-04-07 01:15:00,,,,,,
1,2020-04-07 01:35:00,,,,,,
1,2020-04-07 01:50:00,,,,,,
1,2020-04-07 02:00:00,,,,,,
1,2020-04-07 02:45:00,,,,,,
1,2020-04-07 02:50:00,,,,,,
1,2020-04-07 02:55:00,,,,,,
1,2020-04-07 03:15:00,,,,,,
1,2020-04-07 03:50:00,1.4142135623730951,2.1213203435596424,1.4142135623730951,6.363961030678928,1.4142135623730951,
1,2020-04-07 04:35:00,,,,,,
1,2020-04-07 04:50:00,,,,,,
1,2020-04-07 04:55:00,,,,,,
1,2020-04-07 05:20:00,,,,,,
1,2020-04-07 05:25:00,,,,,,
1,2020-04-07 05:50:00,,,,,,
1,2020-04-07 06:25:00,,,,,,
1,2020-04-07 06:30:00,2.1213203435596424,4.949747468305833,0.7071067811865476,0.7071067811865476,4.949747468305833,
1,2020-04-07 07:10:00,,,,,,
1,2020-04-07 07:25:00,,,,,,
1,2020-04-07 07:35:00,,,,,,
1,2020-04-07 07:45:00,,,,,,
1,2020-04-07 07:50:00,,,,,,
1,2020-04-07 08:25:00,2.8284271247461903,5.656854249492381,4.949747468305833,2.1213203435596424,0.7071067811865476,
1,2020-04-07 08:45:00,,,,,,
1,2020-04-07 08:50:00,,,,,,
1,2020-04-07 09:20:00,0.0,0.7071067811865476,2.8284271247461903,4.242640687119285,3.5355339059327378,
1,2020-04-07 09:50:00,,,,,,
1,2020-04-07 09:55:00,,,,,,
1,2020-04-07 10:00:00,,,,,,
1,2020-04-07 10:45:00,,,,,,
1,2020-04-07 10:50:00,,,,,,
1,2020-04-07 11:05:00,,,,,,
1,2020-04-07 11:10:00,,,,,,
1,2020-04-07 11:30:00,,,,,,
1,2020-04-07 11:40:00,,,,,,
1,2020-04-07 11:50:00,,,,,,
1,2020-04-07 12:10:00,3.5355339059327378,2.8284271247461903,2.8284271247461903,6.363961030678928,2.1213203435596424,
1,2020-04-07 12:50:00,,,,,,
1,2020-04-07 13:25:00,2.8284271247461903,1.4142135623730951,3.5355339059327378,0.7071067811865476,4.949747468305833,
1,2020-04-07 13:50:00,,,,,,
1,2020-04-07 14:10:00,,,,,,
1,2020-04-07 14:15:00,,,,,,
1,2020-04-07 14:25:00,,,,,,
1,2020-04-07 15:20:00,,,,,,
1,2020-04-07 16:00:00,,,,,,
1,2020-04-07 16:35:00,,,,,,
1,2020-04-07 17:25:00,,,,,,
1,2020-04-07 17:40:00,,,,,,
1,2020-04-07 18:40:00,,,,,,
1,2020-04-07 19:10:00,0.7071067811865476,1.4142135623730951,4.242640687119285,1.4142135623730951,0.0,
1,2020-04-07 19:40:00,,,,,,
1,2020-04-07 20:05:00,,,,,,
1,2020-04-07 20:15:00,2.8284271247461903,4.949747468305833,0.7071067811865476,0.0,4.949747468305833,
1,2020-04-07 20:30:00,,,,,,
1,2020-04-07 20:50:00,,,,,,
1,2020-04-07 20:55:00,,,,,,
1,2020-04-07 21:20:00,,,,,,
1,2020-04-07 21:35:00,,,,,,
1,2020-04-07 22:00:00,2.8284271247461903,1.4142135623730951,2.1213203435596424,2.1213203435596424,1.4142135623730951,
1,2020-04-07 23:05:00,,,,,,
1,2020-04-07 23:30:00,,,,,,
1,2020-04-07 23:35:00,,,,,,
1,2020-04-07 23:45:00,,,,,,
1,2020-04-07 23:55:00,,,,,,
1,2020-04-08 00:50:00,2.1213203435596424,2.1213203435596424,0.7071067811865476,0.7071067811865476,4.949747468305833,
1,2020-04-08 01:45:00,0.7071067811865476,4.949747468305833,0.7071067811865476,5.656854249492381,3.5355339059327378,
1,2020-04-08 02:30:00,,,,,,
1,2020-04-08 02:50:00,3.5355339059327378,3.5355339059327378,0.7071067811865476,2.8284271247461903,0.7071067811865476,
1,2020-04-08 03:00:00,,,,,,
1,2020-04-08 03:25:00,,,,,,
1,2020-04-08 03:40:00,,,,,,
1,2020-04-08 03:45:00,,,,,,
1,2020-04-08 04:10:00,,,,,,
1,2020-04-08 04:20:00,,,,,,
1,2020-04-08 04:25:00,,,,,,
1,2020-04-08 04:30:00,,,,,,
1,2020-04-08 04:40:00,,,,,,
1,2020-04-08 05:40:00,,,,,,
1,2020-04-08 06:25:00,0.0,0.7071067811865476,0.0,2.8284271247461903,2.1213203435596424,
1,2020-04-08 06:45:00,3.5355339059327378,1.4142135623730951,3.5355339059327378,2.8284271247461903,0.7071067811865476,
1,2020-04-08 06:50:00,3.5355339059327378,5.656854249492381,2.8284271247461903,4.949747468305833,2.8284271247461903,
1,2020-04-08 07:00:00,2.1213203435596424,0.7071067811865476,1.4142135623730951,2.1213203435596424,1.4142135623730951,
1,2020-04-08 07:10:00,,,,,,
1,2020-04-08 07:25:00,,,,,,
1,2020-04-08 07:40:00,,,,,,
1,2020-04-08 07:55:00,,,,,,
1,2020-04-08 08:15:00,,,,,,
1,2020-04-08 08:35:00,2.2102672655770355,2.810000693256835,1.0455015987905485,1.4858641283079044,2.3206209051203057,0.5773502691896258
1,2020-04-08 08:40:00,2.6472779997727485,3.283260266838129,1.04026673606094,1.7831988054611245,2.8047578623950167,0.7929614610987591
1,2020-04-08 08:45:00,2.5910857743803235,3.489399714011805,1.1996731581037023,1.808786522360611,2.649348527288854,0.6691131580686885
1,2020-04-08 08:50:00,2.9635312521580537,3.733674643073006,1.1499467911071461,2.0211584759938015,2.9111552989878735,0.7003400534570263
1,2020-04-08 08:55:00,2.586640752503847,3.306724395759071,1.2329714429924854,1.707745133977243,2.7149656077685624,0.7071067811865476
1,2020-04-08 09:00:00,2.941344444141123,3.8923917978519587,1.2816072669401182,1.9204155199940882,2.8391107716253274,0.7798635358208024
1,2020-04-08 09:05:00,3.140314082379522,3.906861386263003,1.1441023117133244,1.8736383021449663,3.033953303321116,0.5393048054696105
1,2020-04-08 09:10:00,2.7674033503011715,3.761032226466732,1.3330200133117749,1.910103725089688,2.977042484562023,0.8828430011649196
1,2020-04-08 09:15:00,2.748573424605088,3.7677156887789427,1.2327076503157992,2.041406728336939,2.951703001199044,0.7385489458759964
1,2020-04-08 09:20:00,3.230947908933832,3.9082464410400783,1.2759501481201392,2.0547387229310194,3.3090784215548594,0.7432233529572064
1,2020-04-08 09:25:00,3.0330445058322133,3.967092198679092,1.5002136599968101,2.1146618811987112,2.9438114139709497,0.6119304490372042
1,2020-04-08 09:30:00,2.906591794880899,3.712248399196894,1.2989195965211247,1.8126539343499313,3.0403687875867984,0.5175491695067657
1,2020-04-08 09:35:00,3.1206192623211564,4.0477238392465855,1.25797597599786,2.077619000499744,3.1596901013031506,0.816496580927726
1,2020-04-08 09:40:00,2.9882121351580584,4.021998332699218,1.3453936351913687,2.2536618194925913,3.2337505867247804,0.8006407690254357
1,2020-04-08 09:45:00,3.1636577183270256,3.897088860585756,1.190904684789664,2.323619234988029,3.3518533134552047,0.7187952884282609
1,2020-04-08 09:50:00,3.0288263690395287,3.789699640053729,1.2194996872404222,1.9414506867883021,2.954546450700129,0.7071067811865475
1,2020-04-08 09:55:00,3.266856055116063,4.0824829046386295,1.1112373665641762,1.8453463171727498,3.2502913622310747,0.5936168397046636
1,2020-04-08 10:00:00,2.9933259094191533,4.140791451661609,1.264911064067352,2.5911090586554155,3.22490309931942,0.49354811679282456
1,2020-04-08 10:05:00,3.0905113661337142,4.025548660345162,1.3359917475717553,1.9459071462556328,3.0902394457279154,0.615727926214882
1,2020-04-08 10:10:00,3.1710226450444363,4.125716720951459,1.1286479317511526,2.0293993048342007,3.290312119868546,0.6405126152203485
1,2020-04-08 10:15:00,3.3636714634883282,3.893829061721221,1.3165611772087666,1.8139669761261343,3.2167715255546274,0.5773502691896257
1,2020-04-08 10:20:00,1.0488088481701516,0.408248290463863,0.752772652709081,0.752772652709081,1.2110601416389966,0.5163977794943222
1,2020-04-08 10:25:00,0.560611910581388,0.5936168397046637,0.7988086367179803,0.5936168397046637,0.8997354108424372,0.6761234037828132
1,2020-04-08 10:30:00,0.6685579234215214,0.778498944161523,1.0298573010888743,0.7929614610987591,0.621581560508061,0.6685579234215215
1,2020-04-08 10:35:00,1.0327955589886444,1.5430334996209187,0.8837151016885367,0.5936168397046636,0.7988086367179803,0.744946343668492
1,2020-04-08 10:40:00,0.49999999999999983,0.7071067811865476,0.6666666666666666,0.8333333333333334,0.97182531580755,0.6009252125773316
1,2020-04-08 10:45:00,0.7006490497453707,0.7006490497453707,0.894427190999916,1.1361818036340359,0.7745966692414835,0.6466697906828633
1,2020-04-08 10:50:00,0.5773502691896257,0.9540735874430285,1.1821319289469756,1.0127393670836666,1.7614096918559585,0.621581560508061
1,2020-04-08 10:55:00,0.7264831572567789,0.44095855184409843,0.7817359599705714,0.3333333333333333,0.927960727138337,0.5
1,2020-04-08 11:00:00,0.7432233529572064,0.6761234037828132,0.5936168397046637,0.8618916073713346,0.2581988897471611,0.7988086367179803
1,2020-04-08 11:05:00,0.9128709291752769,0.6887372317211944,0.7595545253127498,1.1151635501529555,0.5773502691896257,0.6513389472789296
1,2020-04-08 11:10:00,0.752772652709081,0.5163977794943222,0.816496580927726,0.816496580927726,0.408248290463863,1.2110601416389966
1,2020-04-08 11:15:00,0.7264831572567789,0.7817359599705717,0.7264831572567788,0.6009252125773316,0.5,0.44095855184409843
1,2020-04-08 11:20:00,1.0690449676496976,0.8997354108424372,0.6900655593423541,0.7559289460184545,0.7867957924694432,0.9511897312113419
1,2020-04-08 11:25:00,0.816496580927726,0.6900655593423541,1.0690449676496976,0.48795003647426655,0.9511897312113419,1.0690449676496974
1,2020-04-08 11:30:00,1.0690449676496976,0.6900655593423541,0.5345224838248488,0.5773502691896257,0.8164965809277259,0.9511897312113418
1,2020-04-08 11:35:00,0.5,0.9574271077563381,0.816496580927726,0.816496580927726,0.5773502691896257,0.5
1,2020-04-08 11:40:00,3.1091263510296048,3.366501646120693,0.9574271077563381,0.957427107756338,0.9574271077563381,0.5773502691896257
1,2020-04-08 11:45:00,0.5,0.5,1.2583057392117918,0.816496580927726,0.0,0.5773502691896257
1,2020-04-08 11:50:00,0.5345224838248488,0.7559289460184544,0.816496580927726,0.8997354108424375,0.816496580927726,0.9511897312113418
1,2020-04-08 11:55:00,1.0350983390135313,0.7440238091428449,0.9161253813129042,0.6408699444616557,0.8864052604279182,0.7071067811865476
1,2020-04-08 12:00:00,0.5773502691896258,0.5773502691896258,0.5773502691896258,1.0,0.0,0.5773502691896258
1,2020-04-08 12:05:00,0.816496580927726,0.5,0.5,0.5773502691896257,0.5,0.5
1,2020-04-08 12:10:00,1.6035674514745464,2.4299715851758235,1.7043362064926932,1.2724180205607034,3.0783421635988546,1.0954451150103321
1,2020-04-08 12:15:00,0.7071067811865476,0.4472135954999579,0.7071067811865476,0.5477225575051661,0.44721359549995787,0.5477225575051661
1,2020-04-08 12:20:00,0.5773502691896258,1.0,0.5773502691896258,0.5773502691896257,1.0,1.0
1,2020-04-08 12:30:00,,,,,,
1,2020-04-08 12:35:00,0.5773502691896257,0.5773502691896258,0.5773502691896257,1.5275252316519465,0.5773502691896258,0.0
1,2020-04-08 12:40:00,0.0,0.0,0.5773502691896258,0.5773502691896258,1.5275252316519468,0.5773502691896258
1,2020-04-08 12:45:00,0.6324555320336759,0.752772652709081,0.5163977794943222,0.408248290463863,0.408248290463863,0.5163977794943222
1,2020-04-08 12:50:00,0.5773502691896257,0.5773502691896258,0.5773502691896257,0.5773502691896258,0.5773502691896258,0.0
1,2020-04-08 12:55:00,0.5773502691896257,0.0,0.9574271077563381,0.816496580927726,1.0,0.9574271077563381
1,2020-04-08 13:00:00,1.5275252316519465,0.5773502691896257,1.7320508075688772,0.0,0.5773502691896257,0.5773502691896258
1,2020-04-08 13:05:00,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,0.0
1,2020-04-08 13:10:00,5.656854249492381,4.949747468305833,1.4142135623730951,4.242640687119285,3.5355339059327378,
1,2020-04-08 13:15:00,0.9574271077563382,0.9574271077563381,0.0,0.49999999999999994,0.5,0.5773502691896257
1,2020-04-08 13:20:00,2.217355782608345,4.43471156521669,0.4999999999999999,1.7078251276599332,2.6299556396765835,0.5773502691896258
1,2020-04-08 13:35:00,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.4142135623730951,1.4142135623730951,1.4142135623730951
1,2020-04-08 13:40:00,,,,,,
1,2020-04-08 13:45:00,1.2583057392117916,0.5,0.0,0.5,0.49999999999999994,0.5
1,2020-04-08 13:50:00,,,,,,
1,2020-04-08 13:55:00,,,,,,
1,2020-04-08 14:00:00,,,,,,
1,2020-04-08 14:05:00,4.242640687119285,1.4142135623730951,0.7071067811865476,3.5355339059327378,1.4142135623730951,
1,2020-04-08 14:10:00,2.3094010767585034,1.0,2.516611478423583,3.4641016151377544,2.3094010767585034,1.5275252316519465
1,2020-04-08 14:15:00,1.4142135623730951,2.1213203435596424,1.4142135623730951,1.4142135623730951,6.363961030678928,
1,2020-04-08 14:25:00,,,,,,
1,2020-04-08 14:30:00,,,,,,
1,2020-04-08 14:35:00,1.4142135623730951,3.5355339059327378,2.8284271247461903,3.5355339059327378,2.8284271247461903,0.0
1,2020-04-08 14:40:00,,,,,,
1,2020-04-08 14:45:00,,,,,,
1,2020-04-08 15:10:00,,,,,,
1,2020-04-08 15:30:00,,,,,,
1,2020-04-08 15:40:00,,,,,,
1,2020-04-08 15:50:00,,,,,,
1,2020-04-08 16:05:00,,,,,,
1,2020-04-08 16:15:00,0.5773502691896257,0.5773502691896258,1.5275252316519465,4.163331998932265,4.358898943540674,0.7071067811865476
1,2020-04-08 16:20:00,5.656854249492381,5.656854249492381,2.1213203435596424,4.949747468305833,0.7071067811865476,0.0
1,2020-04-08 16:25:00,,,,,,
1,2020-04-08 17:15:00,4.242640687119285,2.1213203435596424,1.4142135623730951,1.4142135623730951,1.4142135623730951,
1,2020-04-08 17:25:00,,,,,,
1,2020-04-08 17:45:00,,,,,,
1,2020-04-08 17:50:00,,,,,,
1,2020-04-08 18:15:00,,,,,,
1,2020-04-08 18:55:00,,,,,,
1,2020-04-08 19:50:00,,,,,,
1,2020-04-08 20:00:00,,,,,,
1,2020-04-08 20:10:00,,,,,,
1,2020-04-08 20:15:00,,,,,,
1,2020-04-08 20:20:00,,,,,,
1,2020-04-08 20:25:00,2.1213203435596424,4.949747468305833,2.8284271247461903,5.656854249492381,6.363961030678928,
1,2020-04-08 20:40:00,,,,,,
1,2020-04-08 20:55:00,,,,,,
1,2020-04-08 21:05:00,,,,,,
1,2020-04-08 21:10:00,,,,,,
1,2020-04-08 21:15:00,,,,,,
1,2020-04-08 21:20:00,,,,,,
1,2020-04-08 21:45:00,,,,,,
1,2020-04-08 22:10:00,,,,,,
1,2020-04-08 22:20:00,,,,,,
1,2020-04-08 22:25:00,0.7071067811865476,6.363961030678928,0.7071067811865476,0.7071067811865476,2.8284271247461903,
1,2020-04-08 22:30:00,,,,,,
1,2020-04-08 22:35:00,,,,,,
1,2020-04-08 22:45:00,,,,,,
1,2020-04-08 22:55:00,3.5355339059327378,0.0,2.8284271247461903,2.1213203435596424,1.4142135623730951,
1,2020-04-08 23:05:00,,,,,,
1,2020-04-09 00:20:00,,,,,,
1,2020-04-09 00:35:00,,,,,,
1,2020-04-09 00:45:00,,,,,,
1,2020-04-09 01:25:00,,,,,,
1,2020-04-09 01:40:00,,,,,,
1,2020-04-09 01:50:00,,,,,,
1,2020-04-09 02:00:00,,,,,,
1,2020-04-09 02:05:00,,,,,,
1,2020-04-09 02:10:00,0.0,0.7071067811865476,2.1213203435596424,4.949747468305833,1.4142135623730951,
1,2020-04-09 02:35:00,,,,,,
1,2020-04-09 03:30:00,,,,,,
1,2020-04-09 03:40:00,,,,,,
1,2020-04-09 04:20:00,,,,,,
1,2020-04-09 04:45:00,5.656854249492381,1.4142135623730951,4.242640687119285,4.949747468305833,5.656854249492381,
1,2020-04-09 05:15:00,,,,,,
1,2020-04-09 05:30:00,0.7071067811865476,2.1213203435596424,2.8284271247461903,2.8284271247461903,5.656854249492381,
1,2020-04-09 06:15:00,,,,,,
1,2020-04-09 06:20:00,,,,,,
1,2020-04-09 06:25:00,,,,,,
1,2020-04-09 06:45:00,,,,,,
1,2020-04-09 07:15:00,,,,,,
1,2020-04-09 07:35:00,,,,,,
1,2020-04-09 08:00:00,,,,,,
1,2020-04-09 08:05:00,,,,,,
1,2020-04-09 08:25:00,,,,,,
1,2020-04-09 08:30:00,,,,,,
1,2020-04-09 08:40:00,,,,,,
1,2020-04-09 09:20:00,,,,,,
1,2020-04-09 09:30:00,,,,,,
1,2020-04-09 09:45:00,,,,,,
1,2020-04-09 09:50:00,,,,,,
1,2020-04-09 10:00:00,,,,,,
1,2020-04-09 10:30:00,,,,,,
1,2020-04-09 10:50:00,,,,,,
1,2020-04-09 11:05:00,4.949747468305833,3.5355339059327378,4.949747468305833,0.0,6.363961030678928,
1,2020-04-09 11:30:00,,,,,,
1,2020-04-09 11:35:00,,,,,,
1,2020-04-09 11:40:00,7.0710678118654755,2.1213203435596424,6.363961030678928,1.4142135623730951,0.7071067811865476,
1,2020-04-09 11:45:00,,,,,,
1,2020-04-09 11:55:00,2.8284271247461903,3.5355339059327378,0.0,0.0,1.4142135623730951,
1,2020-04-09 12:30:00,1.4142135623730951,6.363961030678928,1.4142135623730951,0.7071067811865476,1.4142135623730951,
1,2020-04-09 13:45:00,,,,,,
1,2020-04-09 13:50:00,,,,,,
1,2020-04-09 14:00:00,1.4142135623730951,1.4142135623730951,2.1213203435596424,3.5355339059327378,4.242640687119285,
1,2020-04-09 14:40:00,,,,,,
1,2020-04-09 14:55:00,,,,,,
1,2020-04-09 15:00:00,2.1213203435596424,6.363961030678928,0.7071067811865476,3.5355339059327378,3.5355339059327378,
1,2020-04-09 15:05:00,0.8090398349558905,2.195035721390843,1.5724907862137931,2.0225995873897262,2.5081684733903127,0.6992058987801011
1,2020-04-09 15:10:00,0.7559289460184544,0.48795003647426666,0.7559289460184545,0.7867957924694432,0.5773502691896257,0.37796447300922725
1,2020-04-09 15:15:00,1.0690449676496976,0.7440238091428449,1.0350983390135313,2.563479777846623,0.7559289460184544,0.37796447300922725
1,2020-04-09 15:20:00,0.5,0.5,0.9574271077563381,0.5,0.0,0.0
1,2020-04-09 15:25:00,0.5345224838248488,0.5345224838248488,0.5345224838248488,0.8997354108424375,1.0690449676496976,0.4879500364742666
1,2020-04-09 15:30:00,0.5773502691896257,1.2583057392117916,0.816496580927726,0.5,0.5,0.5
1,2020-04-09 15:35:00,1.0954451150103321,1.5491933384829668,0.5163977794943222,1.8708286933869709,2.8809720581775866,0.0
1,2020-04-09 15:40:00,4.041451884327381,1.5275252316519468,1.1547005383792517,3.214550253664318,3.7859388972001824,0.7071067811865476
1,2020-04-09 15:45:00,1.5275252316519468,0.0,1.0,0.5773502691896258,1.5275252316519468,0.0
1,2020-04-09 15:50:00,1.2909944487358056,0.9574271077563381,0.5,0.816496580927726,0.9574271077563381,0.0
1,2020-04-09 15:55:00,1.1126972805283737,1.1547005383792515,0.6900655593423543,0.5345224838248487,1.1126972805283735,0.0
1,2020-04-09 16:00:00,1.4142135623730951,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0
1,2020-04-09 16:05:00,1.0,1.0954451150103324,0.7071067811865475,0.8944271909999159,1.140175425099138,0.0
1,2020-04-09 16:10:00,0.5773502691896257,0.816496580927726,0.5,0.5,0.5,0.0
1,2020-04-09 16:15:00,3.2145502536643185,4.358898943540674,2.0,2.516611478423583,3.605551275463989,0.7071067811865476
1,2020-04-09 16:20:00,0.5773502691896258,1.1547005383792517,0.5773502691896257,1.1547005383792515,0.5773502691896258,0.0
1,2020-04-09 16:25:00,0.0,0.5773502691896257,1.0,0.0,0.5773502691896257,0.5773502691896258
1,2020-04-09 16:30:00,,,,,,
1,2020-04-09 16:35:00,1.0,0.5773502691896258,1.1547005383792515,1.0,0.5773502691896258,0.0
1,2020-04-09 16:40:00,0.8997354108424375,0.5773502691896257,0.9511897312113419,0.6900655593423541,0.5345224838248488,0.4879500364742666
1,2020-04-09 16:45:00,5.196152422706632,3.055050463303893,2.0816659994661326,5.131601439446884,2.0816659994661326,
1,2020-04-09 16:50:00,0.816496580927726,0.9574271077563381,0.49999999999999994,1.2909944487358056,0.9574271077563381,0.5773502691896257
1,2020-04-09 16:55:00,,,,,,
1,2020-04-09 17:00:00,0.0,0.7071067811865476,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0
1,2020-04-09 17:05:00,,,,,,
1,2020-04-09 17:10:00,0.0,1.0,1.0,0.5773502691896258,1.1547005383792517,0.5773502691896258
1,2020-04-09 17:15:00,0.0,0.7071067811865476,0.0,1.4142135623730951,0.7071067811865476,0.0
1,2020-04-09 17:20:00,,,,,,
1,2020-04-09 17:25:00,0.0,0.0,0.7071067811865476,2.1213203435596424,0.0,0.0
1,2020-04-09 17:40:00,,,,,,
1,2020-04-09 17:45:00,0.5773502691896258,0.0,0.5773502691896257,1.1547005383792517,1.1547005383792517,0.0
1,2020-04-09 17:50:00,,,,,,
1,2020-04-09 17:55:00,,,,,,
1,2020-04-09 18:00:00,,,,,,
1,2020-04-09 18:15:00,,,,,,
1,2020-04-09 18:25:00,,,,,,
1,2020-04-09 18:30:00,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0
1,2020-04-09 18:40:00,,,,,,
1,2020-04-09 18:50:00,,,,,,
1,2020-04-09 19:00:00,,,,,,
1,2020-04-09 19:50:00,,,,,,
1,2020-04-09 20:30:00,,,,,,
1,2020-04-09 20:55:00,4.949747468305833,4.949747468305833,0.0,2.8284271247461903,0.0,
1,2020-04-09 21:15:00,,,,,,
1,2020-04-09 21:25:00,1.4142135623730951,0.7071067811865476,2.1213203435596424,6.363961030678928,1.4142135623730951,
1,2020-04-09 21:40:00,,,,,,
1,2020-04-09 21:45:00,,,,,,
1,2020-04-09 22:15:00,,,,,,
1,2020-04-09 22:40:00,,,,,,
1,2020-04-09 23:00:00,,,,,,
1,2020-04-09 23:15:00,,,,,,
1,2020-04-09 23:35:00,,,,,,
1,2020-04-09 23:45:00,,,,,,
1,2020-04-09 23:55:00,4.949747468305833,2.1213203435596424,0.0,2.8284271247461903,1.4142135623730951,
1,2020-04-10 00:00:00,,,,,,
1,2020-04-10 00:45:00,,,,,,
1,2020-04-10 00:55:00,,,,,,
1,2020-04-10 01:40:00,,,,,,
1,2020-04-10 02:30:00,,,,,,
1,2020-04-10 02:40:00,,,,,,
1,2020-04-10 03:30:00,,,,,,
1,2020-04-10 03:45:00,,,,,,
1,2020-04-10 03:55:00,,,,,,
1,2020-04-10 04:35:00,,,,,,
1,2020-04-10 05:35:00,,,,,,
